This file was created by CMPT_ME_BEME_RETS using the 201209 CRSP database.
The 1-month TBill return is from Ibbotson and Associates, Inc.

        Mkt-RF     SMB     HML      RF
198303    2.84    1.78    2.07    0.63
198304    6.71    0.52    0.58    0.71
198305    0.63    6.15   -1.40    0.69
198306    3.11    0.90   -3.87    0.67
198307   -3.90    1.48    5.57    0.74
198308   -0.41   -4.28    5.55    0.76
198309    0.85    0.59    1.09    0.76
198310   -3.56   -3.60    4.99    0.76
198311    2.26    2.06   -0.65    0.70
198312   -1.78   -0.28    1.69    0.73
198401   -2.06   -0.41    7.61    0.76
198402   -4.62   -1.69    3.31    0.71
198403    0.61    0.07    0.50    0.73
198404   -0.56   -1.18    1.24    0.81
198405   -6.01    0.05    0.23    0.78
198406    1.59   -0.25   -2.63    0.75
198407   -2.88   -2.22    0.41    0.82
198408   10.44   -0.25   -1.88    0.83
198409   -0.82    0.22    5.32    0.86
198410   -1.01   -1.14    0.58    1.00
198411   -1.80   -0.63    4.03    0.73
198412    1.73   -0.57   -0.11    0.64
198501    7.92    3.26   -5.39    0.65
198502    1.11    0.79   -0.17    0.58
198503   -0.79   -1.11    4.05    0.62
198504   -0.94    0.19    3.74    0.72
198505    4.92   -2.27   -0.86    0.66
198506    1.16    0.52    0.49    0.55
198507   -0.65    2.85   -1.66    0.62
198508   -1.03   -0.35    2.24    0.55
198509   -4.58   -1.60    1.25    0.60
198510    3.79   -1.58    0.73    0.65
198511    6.31    0.22   -2.92    0.61
198512    3.66   -0.46   -1.53    0.65
198601    0.42    1.19    0.52    0.56
198602    6.72   -0.58   -0.76    0.53
198603    4.79   -0.50   -0.50    0.60
198604   -1.31    2.83   -2.91    0.52
198605    4.59   -1.30   -0.11    0.49
198606    0.90   -0.92    1.40    0.52
198607   -6.49   -3.40    4.73    0.52
198608    6.16   -4.19    3.48    0.46
198609   -8.35    2.28    3.18    0.45
198610    4.47   -2.57   -1.44    0.46
198611    1.12   -1.97   -0.08    0.39
198612   -3.13    0.08    0.30    0.49
198701   12.43   -1.78   -3.22    0.42
198702    4.36    3.48   -5.91    0.43
198703    1.90    0.36    1.55    0.47
198704   -2.14   -1.67   -0.26    0.44
198705    0.13   -0.56    0.12    0.38
198706    3.89   -2.18    1.04    0.48
198707    3.96   -0.64    0.71    0.46
198708    3.24   -0.75   -0.92    0.47
198709   -2.53    0.62    0.29    0.45
198710  -23.14   -8.37    4.22    0.60
198711   -7.58    2.61    3.23    0.35
198712    6.64    0.17   -4.43    0.39
198801    4.20   -0.65    5.16    0.29
198802    4.71    3.34   -1.65    0.46
198803   -2.10    6.14    0.76    0.44
198804    0.64    0.96    1.69    0.46
198805   -0.47   -2.65    2.28    0.51
198806    4.66    2.11   -1.11    0.49
198807   -1.24   -0.19    2.27    0.51
198808   -3.39    0.07    2.07    0.59
198809    3.10   -1.26   -0.70    0.62
198810    1.15   -2.90    1.68    0.61
198811   -2.21   -1.73    1.28    0.57
198812    1.48    1.93   -1.54    0.63
198901    6.06   -2.13    0.53    0.55
198902   -2.25    2.74    0.88    0.61
198903    1.48    0.72    0.47    0.67
198904    4.15   -0.57   -1.47    0.67
198905    3.14   -0.04   -0.87    0.79
198906   -1.20   -1.02    2.16    0.71
198907    7.01   -4.01   -2.86    0.70
198908    1.47    0.53    0.70    0.74
198909   -0.80    0.33   -1.37    0.65
198910   -3.61   -3.24   -1.09    0.68
198911    1.09   -1.23   -1.14    0.69
198912    1.22   -2.37    0.21    0.61
199001   -7.58   -1.26    0.85    0.57
199002    0.92    1.04    0.63    0.57
199003    1.77    1.46   -2.86    0.64
199004   -3.52   -0.49   -2.55    0.69
199005    8.21   -2.58   -3.76    0.68
199006   -1.05    1.44   -2.00    0.63
199007   -1.62   -3.18   -0.02    0.68
199008   -9.85   -3.59    1.60    0.66
199009   -5.98   -3.65    0.73    0.60
199010   -1.93   -5.54    0.23    0.68
199011    6.00    0.33   -3.06    0.57
199012    2.35    0.81   -1.57    0.60
199101    4.39    3.81   -1.81    0.52
199102    7.10    3.91   -0.58    0.48
199103    2.45    3.91   -1.23    0.44
199104   -0.20    0.52    1.45    0.53
199105    3.60   -0.35   -0.55    0.47
199106   -4.82    0.08    1.18    0.42
199107    4.19   -0.97   -1.28    0.49
199108    2.22    1.61   -0.80    0.46
199109   -1.56    1.64   -1.00    0.46
199110    1.36    0.90   -0.47    0.42
199111   -4.12   -0.49   -1.93    0.39
199112   10.30   -2.24   -4.05    0.38
199201   -0.46    8.47    4.53    0.34
199202    1.06    0.88    6.38    0.28
199203   -2.71   -1.04    3.68    0.34
199204    1.02   -6.10    4.33    0.32
199205    0.36    0.39    1.25    0.28
199206   -2.25   -3.12    3.39    0.32
199207    3.68   -0.44   -0.54    0.31
199208   -2.34   -0.12   -1.05    0.26
199209    0.98    0.53   -0.24    0.26
199210    0.87    2.07   -2.08    0.23
199211    3.79    3.69   -1.47    0.23
199212    1.50    1.64    2.52    0.28
199301    1.03    2.06    5.88    0.23
199302    0.32   -3.42    6.45    0.22
199303    2.26    0.23    1.25    0.25
199304   -2.78   -0.68    2.64    0.24
199305    2.74    1.97   -3.42    0.22
199306    0.29   -0.29    2.62    0.25
199307   -0.32    0.94    3.26    0.24
199308    3.70    0.30   -0.47    0.25
199309   -0.20    3.12   -0.48    0.26
199310    1.59    1.44   -1.57    0.22
199311   -2.01   -1.41   -0.25    0.25
199312    1.72    1.23    0.58    0.23
199401    2.90    0.13    2.11    0.25
199402   -2.63    2.72   -1.41    0.21
199403   -4.85   -0.96    1.34    0.27
199404    0.68   -0.90    1.69    0.27
199405    0.62   -2.01    0.18    0.32
199406   -3.10   -0.49    1.66    0.31
199407    2.78   -1.77    0.98    0.28
199408    3.89    1.44   -3.47    0.37
199409   -2.21    2.68   -1.80    0.37
199410    1.07   -2.21   -2.36    0.38
199411   -4.09   -0.16   -0.05    0.37
199412    0.82    0.04    0.28    0.44
199501    1.62   -2.95    1.66    0.42
199502    3.56   -0.33    0.38    0.40
199503    2.24   -0.37   -2.07    0.46
199504    2.06   -0.41    1.71    0.44
199505    2.86   -2.21    1.87    0.54
199506    2.65    3.08   -2.98    0.47
199507    3.63    2.22   -2.22    0.45
199508    0.46    1.84    1.93    0.47
199509    3.21   -2.07   -0.93    0.43
199510   -1.60   -3.94   -0.10    0.47
199511    3.85   -0.81    0.33    0.42
199512    1.03    0.38    1.39    0.49
199601    2.38   -2.49    0.41    0.43
199602    1.24    2.04   -2.32    0.39
199603    0.70    1.30    1.28    0.39
199604    2.09    4.89   -4.05    0.46
199605    2.26    3.17   -1.40    0.42
199606   -1.23   -3.67    1.96    0.40
199607   -5.83   -3.57    4.38    0.45
199608    2.84    2.30   -0.57    0.41
199609    4.86   -0.81   -3.78    0.44
199610    0.95   -4.11    4.82    0.42
199611    6.15   -3.59    0.18    0.41
199612   -1.60    3.07    0.98    0.46
199701    4.90   -1.53   -2.34    0.45
199702   -0.50   -2.58    4.73    0.39
199703   -4.92   -0.32    3.87    0.43
199704    3.81   -5.17   -0.99    0.43
199705    6.67    4.81   -4.40    0.49
199706    4.04    1.47    0.69    0.37
199707    7.22   -2.44   -0.34    0.43
199708   -4.04    7.47    1.07    0.41
199709    5.41    2.65   -0.18    0.44
199710   -3.86   -0.80    2.20    0.42
199711    2.65   -5.07    1.02    0.39
199712    1.30   -2.35    3.77    0.48
199801    0.02   -1.06   -1.78    0.43
199802    6.94    0.26   -0.72    0.39
199803    4.74   -1.17    1.69    0.39
199804    0.66    0.44    0.34    0.43
199805   -2.97   -3.55    4.20    0.40
199806    2.78   -3.29   -1.86    0.41
199807   -2.74   -4.92   -1.16    0.40
199808  -16.21   -5.72    5.29    0.43
199809    5.92   -0.13   -3.85    0.46
199810    7.12   -3.18   -2.73    0.32
199811    5.89    1.17   -3.36    0.31
199812    5.93   -0.31   -4.72    0.38
199901    3.50    0.88   -5.54    0.35
199902   -4.16   -5.52    1.61    0.35
199903    3.36   -3.83   -2.93    0.43
199904    4.54    3.16    2.44    0.37
199905   -2.41    3.66    2.71    0.34
199906    4.68    3.45   -4.19    0.40
199907   -3.45    2.25    0.50    0.38
199908   -1.39   -1.32   -0.92    0.39
199909   -2.67    3.17   -2.99    0.39
199910    5.82   -6.75   -3.20    0.39
199911    3.32    7.73   -7.95    0.36
199912    7.94    7.00   -9.17    0.44
200001   -4.37    4.36    0.22    0.41
200002    2.75   22.00  -12.60    0.43
200003    4.88  -16.39    7.63    0.47
200004   -6.41   -7.69    9.12    0.46
200005   -4.40   -4.83    3.70    0.50
200006    4.76   13.70  -10.04    0.40
200007   -2.19   -2.79    8.50    0.48
200008    7.09   -0.87   -1.24    0.50
200009   -5.62   -1.82    6.87    0.51
200010   -3.02   -3.65    4.77    0.56
200011  -10.76   -3.09   12.39    0.51
200012    1.54    1.60    6.15    0.50
200101    3.41    7.01   -5.71    0.54
200102  -10.32   -1.14   13.84    0.39
200103   -7.47    0.55    6.36    0.44
200104    7.99    0.25   -4.32    0.39
200105    0.74    2.99    2.76    0.32
200106   -2.03    6.38   -2.20    0.28
200107   -2.13   -4.23    5.63    0.30
200108   -6.21    2.14    3.39    0.31
200109   -9.43   -6.61    1.80    0.28
200110    2.56    6.87   -7.06    0.22
200111    7.71    0.38    0.69    0.17
200112    1.64    5.10    0.44    0.15
200201   -1.74    1.08    3.44    0.14
200202   -2.30   -1.62    3.92    0.13
200203    4.34    4.32    1.15    0.13
200204   -5.11    5.84    4.20    0.15
200205   -1.19   -3.73    2.55    0.14
200206   -7.16    3.48    1.55    0.13
200207   -8.26   -5.15   -3.65    0.15
200208    0.66   -2.25    2.21    0.14
200209  -10.14    2.70    1.23    0.14
200210    7.35   -3.06   -6.45    0.14
200211    6.01    3.19   -1.62    0.12
200212   -5.44   -0.47    3.90    0.11
200301   -2.44    1.39   -0.86    0.10
200302   -1.63   -0.26   -1.43    0.09
200303    0.93    0.79   -1.68    0.10
200304    8.18    1.14   -0.04    0.10
200305    6.26    4.70    0.18    0.09
200306    1.53    1.53    0.68    0.10
200307    2.24    5.55   -2.11    0.07
200308    2.43    2.66    1.71    0.07
200309   -0.99    0.57    1.01    0.08
200310    5.96    2.90    1.80    0.07
200311    1.59    2.20    1.46    0.07
200312    4.47   -2.79    2.68    0.08
200401    2.23    2.62    1.64    0.07
200402    1.49   -1.16    0.41    0.06
200403   -1.16    1.84    0.05    0.09
200404   -2.50   -2.55   -1.68    0.08
200405    1.35   -0.15   -0.30    0.06
200406    2.08    2.28    1.67    0.08
200407   -3.87   -3.82    4.44    0.10
200408    0.16   -1.57    1.18    0.11
200409    1.94    2.87    0.33    0.11
200410    1.67    0.43   -0.82    0.11
200411    4.67    4.14    1.89    0.15
200412    3.36    0.19   -0.35    0.16
200501   -2.82   -1.68    2.60    0.16
200502    2.11   -0.73    2.81    0.16
200503   -1.90   -1.36    1.76    0.21
200504   -2.73   -4.00   -0.44    0.21
200505    3.56    3.00   -1.23    0.24
200506    0.92    2.56    2.78    0.23
200507    4.09    2.79   -0.43    0.24
200508   -0.89   -0.90    1.43    0.30
200509    0.77   -0.68    1.14    0.29
200510   -2.35   -1.02   -0.71    0.27
200511    3.73    1.05   -1.87    0.31
200512    0.03   -0.51    0.48    0.32
200601    3.65    5.32    1.14    0.35
200602   -0.50   -0.33   -0.88    0.34
200603    1.54    3.56   -0.11    0.37
200604    0.94   -1.23    3.06    0.36
200605   -3.53   -3.03    2.82    0.43
200606   -0.44   -0.50    1.49    0.40
200607   -0.59   -3.96    3.29    0.40
200608    2.09    0.78   -1.76    0.42
200609    1.53   -1.23   -0.40    0.41
200610    3.30    1.64    0.47    0.41
200611    1.95    0.73    0.44    0.42
200612    0.68   -0.92    2.50    0.40
200701    1.50    0.07   -0.06    0.44
200702   -1.78    1.39    0.22    0.38
200703    0.87   -0.29    0.40    0.43
200704    3.55   -2.13   -0.98    0.44
200705    3.48   -0.03   -0.08    0.41
200706   -1.87    0.71   -1.05    0.40
200707   -3.57   -2.74   -3.01    0.40
200708    0.75   -0.16   -2.38    0.42
200709    3.77   -2.48   -2.14    0.32
200710    2.26    0.18   -2.02    0.32
200711   -5.27   -2.78   -1.07    0.34
200712   -0.70    0.05   -0.03    0.27
200801   -6.44   -0.80    3.06    0.21
200802   -2.33   -0.56   -0.03    0.13
200803   -1.21    0.86    0.22    0.17
200804    4.94   -1.51   -0.01    0.18
200805    2.21    2.99   -0.30    0.18
200806   -8.03    1.10   -1.03    0.17
200807   -1.47    3.58    3.66    0.15
200808    0.99    3.70    1.44    0.13
200809   -9.97   -0.30    4.41    0.15
200810  -18.55   -2.25   -2.94    0.08
200811   -8.56   -3.61   -4.92    0.03
200812    2.06    3.96   -1.23    0.09
200901   -7.75   -0.98   -9.78    0.00
200902  -10.12   -0.33   -6.85    0.01
200903    8.75    0.71    2.53    0.02
200904   11.04    5.37    5.39    0.01
200905    6.73   -2.63    0.54    0.00
200906   -0.28    2.65   -2.46    0.01
200907    8.23    2.48    4.74    0.01
200908    3.18   -0.52    7.59    0.01
200909    4.52    2.47    1.41    0.01
200910   -2.84   -4.21   -4.38    0.00
200911    5.74   -2.65    0.17    0.00
200912    2.91    5.77    0.76    0.01
201001   -3.71    0.19    0.61    0.00
201002    3.53    1.42    2.73    0.00
201003    6.44    1.57    2.06    0.01
201004    2.02    4.93    3.14    0.00
201005   -8.00   -0.09   -2.34    0.01
201006   -5.21   -2.12   -4.27    0.01
201007    7.10    0.13    0.20    0.01
201008   -4.40   -2.89   -1.70    0.01
201009    9.24    3.83   -3.05    0.01
201010    3.89    1.03   -2.28    0.01
201011    0.56    3.66   -0.51    0.01
201012    6.77    0.75    3.60    0.01
201101    2.01   -2.46    0.84    0.01
201102    3.85    1.65    1.67    0.01
201103    0.28    2.59   -1.19    0.01
201104    2.82   -0.30   -2.27    0.00
201105   -1.47   -0.66   -2.14    0.00
201106   -1.85   -0.08   -0.45    0.00
201107   -2.35   -1.44   -1.12    0.00
201108   -5.86   -3.29   -1.46    0.01
201109   -8.43   -3.71   -0.91    0.00
201110   11.53    3.57   -1.02    0.00
201111   -0.61   -0.25   -0.10    0.00
201112    0.49   -0.55    1.54    0.00
201201    5.39    2.53   -2.21    0.00
201202    4.20   -1.61   -0.03    0.00
201203    2.52   -0.22   -0.03    0.00
201204   -0.69   -0.60   -0.19    0.00
201205   -6.59   -0.09    0.17    0.01
201206    3.85    0.83    0.39    0.00
201207    1.03   -2.57   -0.02    0.00
201208    2.65    0.73    0.56    0.01
201209    2.65    0.45    1.60    0.01

 Annual Factors: January-December 
        Mkt-RF     SMB     HML      RF
  1927   30.29   -3.00   -3.63    3.13
  1928   35.51    3.43   -5.15    3.54
  1929  -19.76  -29.79   11.92    4.74
  1930  -31.24   -4.50  -13.50    2.43
  1931  -45.44    4.23  -15.93    1.09
  1932   -9.43    5.63    5.54    0.95
  1933   57.20   54.07   15.15    0.30
  1934    4.09   25.31  -29.37    0.18
  1935   44.70    8.65   13.24    0.14
  1936   31.97   16.16   29.20    0.18
  1937  -34.90  -13.47   -4.03    0.29
  1938   28.20   12.57  -14.27   -0.04
  1939    2.11    5.46  -17.38    0.01
  1940   -7.43    0.80   -0.95   -0.02
  1941   -9.67   -4.33   11.67    0.04
  1942   16.02    5.30   19.08    0.28
  1943   27.70   31.30   34.54    0.36
  1944   21.02   16.86   18.19    0.33
  1945   38.13   25.31   13.81    0.32
  1946   -6.26   -4.18    2.04    0.36
  1947    2.88   -7.59    9.48    0.50
  1948    1.52   -9.16    2.99    0.81
  1949   18.99    3.51   -3.79    1.12
  1950   28.81    1.17   27.24    1.22
  1951   19.34   -4.76   -5.58    1.49
  1952   11.64   -6.82    4.60    1.65
  1953   -1.47   -0.56   -8.51    1.83
  1954   49.31   -2.19   25.71    0.86
  1955   23.73   -6.69    5.88    1.57
  1956    6.01   -0.62   -2.11    2.47
  1957  -13.53   -2.68   -6.42    3.15
  1958   43.30   14.73   13.10    1.53
  1959    9.62    5.40    1.91    2.98
  1960   -1.52   -2.64   -4.72    2.67
  1961   24.82    0.21    6.90    2.12
  1962  -13.05   -8.48    9.41    2.73
  1963   17.77   -5.82   15.65    3.11
  1964   12.78   -1.08   10.09    3.53
  1965   10.47   21.65    7.53    3.92
  1966  -13.44    2.69   -0.86    4.75
  1967   24.36   51.08   -8.88    4.21
  1968    8.95   24.52   18.69    5.22
  1969  -17.41  -14.00   -9.87    6.57
  1970   -6.44  -11.64   22.45    6.52
  1971   11.81    5.73  -11.23    4.39
  1972   13.50  -11.88    1.84    3.84
  1973  -25.68  -23.47   18.20    6.93
  1974  -35.95   -0.66    9.98    8.01
  1975   31.56   15.43    8.87    5.80
  1976   21.68   14.68   24.70    5.08
  1977   -8.10   22.99    7.45    5.13
  1978    1.36   14.39    0.55    7.19
  1979   14.03   21.40   -1.79   10.38
  1980   21.98    5.51  -25.16   11.26
  1981  -18.70    7.34   25.26   14.72
  1982    9.89    9.04   13.46   10.53
  1983   13.85   13.78   20.66    8.80
  1984   -6.68   -8.06   19.43    9.84
  1985   23.69    0.29    1.11    7.72
  1986    9.40   -9.76    9.29    6.16
  1987   -3.64  -10.96   -1.51    5.47
  1988   11.20    5.97   14.90    6.36
  1989   20.06  -12.53   -4.61    8.38
  1990  -13.92  -14.17   -9.69    7.84
  1991   28.05   16.14  -14.55    5.60
  1992    5.56    7.54   24.28    3.50
  1993    8.69    5.88   18.99    2.90
  1994   -4.67   -1.47   -0.78    3.91
  1995   30.07   -7.65    1.45    5.60
  1996   15.98   -2.40    3.32    5.20
  1997   25.10   -4.94   12.62    5.25
  1998   17.40  -25.53   -8.56    4.85
  1999   20.58   15.29  -33.95    4.69
  2000  -16.93   -1.28   39.45    5.88
  2001  -15.12   18.50   18.69    3.86
  2002  -22.47    3.45   10.41    1.63
  2003   32.12   27.72    5.04    1.02
  2004   11.81    4.96    9.80    1.19
  2005    4.34   -2.20    9.00    2.98
  2006   11.39    0.24   14.22    4.81
  2007    2.65   -8.32  -12.30    4.67
  2008  -39.99    3.88    0.94    1.69
  2009   31.52    8.60   -5.65    0.09
  2010   17.78   13.52   -3.26    0.11
  2011   -0.94   -6.03   -6.58    0.04

Copyright 2012 Kenneth R. French
